graph_name,num_nodes,num_edges,density,avg_degree_centrality,max_degree_centrality,centrality_variance,avg_betweenness_centrality,max_betweenness_centrality,avg_closeness_centrality,num_communities,modularity,avg_community_size,max_community_size,degree_assortativity,avg_shortest_path,diameter,radius,efficiency,node_connectivity,edge_connectivity,small_world_sigma,small_world_omega,chromatic_number_estimate,num_independent_sets,avg_independent_set_size,coloring_efficiency
gossip_fake,5000,446206,0.035703620724144826,0.03570362072414483,0.15563112622524505,0.002624285340774496,2.7452748547845755e-06,6.432848944743134e-05,0.7430302992693478,3008,0.5793734926,1.6622340425531914,779,0.25586172618890757,1.3836208176721194,2,1,0.8081895911639403,0,0,0,0,779,0,0,0
gossip_real,5000,423473,0.033884616923384674,0.03388461692338467,0.1254250850170034,0.0016823178247715959,1.5889029544559077e-06,3.735126673190792e-05,0.8431778415918352,1238,0.7566891207680004,4.038772213247173,628,0.8253975442738098,1.2188766647365374,2,1,0.8905616676317313,0,0,0,0,628,0,0,0
politi_fake,5000,394430,0.03156071214242848,0.03156071214242848,0.09981996399279856,0.001609919648102455,4.238073172447454e-07,8.503364207110969e-06,0.826276117447055,1499,0.701650814040001,3.33555703802535,500,0.7399576139362031,1.2625490981963927,2,1,0.8687254509018036,0,0,0,0,500,0,0,0
politi_real,5000,422123,0.03377659531906381,0.03377659531906381,0.15683136627325464,0.0023403778358936436,2.322494933228308e-06,0.0003731492597038816,0.8064147098603971,2834,0.6321837390960001,1.7642907551164433,785,0.5621783695695277,1.2639574938255558,2,1,0.8680212530872221,0,0,0,0,785,0,0,0
